"","SITE","SST_range","SST_Mean","DATE_","COLONYLENGTH","MAX_DEPTH_M","Area_surveyed_m2","PER_DEAD","LATITUDE","LONGITUDE","YEAR","TAIL_BINS","Data_Source","Bleaching_Period"
"357","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",35,12.192,60,15,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"358","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",38,12.192,60,85,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"359","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",28,12.192,60,10,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"360","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",28,12.192,60,15,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"361","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",25,12.192,60,5,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"362","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",60,12.192,60,95,-14.352648,-170.787165,2025,"Q80","esa","Post-Bleaching"
"363","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",31,12.192,60,95,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"364","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",19,12.192,60,0,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"365","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",17,12.192,60,0,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"366","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",110,12.192,60,85,-14.352648,-170.787165,2025,"Q80","esa","Post-Bleaching"
"367","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",25,12.192,60,55,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"368","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",40,12.192,60,40,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"369","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",42,12.192,60,50,-14.352648,-170.787165,2025,"Q80","esa","Post-Bleaching"
"370","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",19,12.192,60,10,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"371","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",41,12.192,60,85,-14.352648,-170.787165,2025,"Q80","esa","Post-Bleaching"
"372","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",38,12.192,60,25,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"373","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",19,12.192,60,50,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"374","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",20,12.192,60,0,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"375","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",52,12.192,60,10,-14.352648,-170.787165,2025,"Q80","esa","Post-Bleaching"
"376","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",41,12.192,60,50,-14.352648,-170.787165,2025,"Q80","esa","Post-Bleaching"
"377","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",17,12.192,60,1,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"378","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",12,12.192,60,0,-14.352648,-170.787165,2025,"Q20","esa","Post-Bleaching"
"379","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",32,12.192,60,90,-14.352648,-170.787165,2025,"QMED","esa","Post-Bleaching"
"380","TUT-139",0.852533467610677,29.6234589769541,"3/15/2025",9,12.192,60,0,-14.352648,-170.787165,2025,"Q20","esa","Post-Bleaching"
"381","TUT-086",0.867999776204427,29.579896197293,"3/18/2025",35,14.3256,60,0,-14.27703,-170.611737,2025,"QMED","esa","Post-Bleaching"
"382","TUT-086",0.867999776204427,29.579896197293,"3/18/2025",53,9.7536,60,50,-14.27703,-170.611737,2025,"Q80","esa","Post-Bleaching"
"383","TUT-086",0.867999776204427,29.579896197293,"3/18/2025",19,9.7536,60,10,-14.27703,-170.611737,2025,"QMED","esa","Post-Bleaching"
"384","TUT-086",0.867999776204427,29.579896197293,"3/18/2025",21,9.7536,60,5,-14.27703,-170.611737,2025,"QMED","esa","Post-Bleaching"
"385","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",15,11.5824,60,0,-14.274192,-170.619785,2025,"QMED","esa","Post-Bleaching"
"386","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",20,11.5824,60,0,-14.274192,-170.619785,2025,"QMED","esa","Post-Bleaching"
"387","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",17,11.5824,60,0,-14.274192,-170.619785,2025,"QMED","esa","Post-Bleaching"
"388","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",22.5,11.5824,60,90,-14.274192,-170.619785,2025,"QMED","esa","Post-Bleaching"
"389","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",12,11.5824,60,25,-14.274192,-170.619785,2025,"Q20","esa","Post-Bleaching"
"390","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",32,11.5824,60,20,-14.274192,-170.619785,2025,"QMED","esa","Post-Bleaching"
"391","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",60,11.5824,60,70,-14.274192,-170.619785,2025,"Q80","esa","Post-Bleaching"
"392","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",50,11.5824,60,65,-14.274192,-170.619785,2025,"Q80","esa","Post-Bleaching"
"393","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",40,11.5824,60,40,-14.274192,-170.619785,2025,"QMED","esa","Post-Bleaching"
"394","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",45,11.5824,60,20,-14.274192,-170.619785,2025,"Q80","esa","Post-Bleaching"
"395","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",40,11.5824,60,35,-14.274192,-170.619785,2025,"QMED","esa","Post-Bleaching"
"396","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",22.5,11.5824,60,15,-14.274192,-170.619785,2025,"QMED","esa","Post-Bleaching"
"397","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",15,11.5824,60,5,-14.274192,-170.619785,2025,"QMED","esa","Post-Bleaching"
"398","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",7,11.5824,60,0,-14.274192,-170.619785,2025,"Q20","esa","Post-Bleaching"
"399","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",13,13.4112,60,15,-14.274192,-170.619785,2025,"QMED","esa","Post-Bleaching"
"400","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",10,13.4112,60,0,-14.274192,-170.619785,2025,"Q20","esa","Post-Bleaching"
"401","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",42,13.4112,60,25,-14.274192,-170.619785,2025,"Q80","esa","Post-Bleaching"
"402","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",12,13.4112,60,5,-14.274192,-170.619785,2025,"Q20","esa","Post-Bleaching"
"403","TUT-157",0.869467035929362,29.5929836731791,"3/18/2025",21,13.4112,60,10,-14.274192,-170.619785,2025,"QMED","esa","Post-Bleaching"
"404","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",16,14.0208,60,0,-14.28823,-170.639848,2025,"QMED","esa","Post-Bleaching"
"405","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",19,14.0208,60,0,-14.28823,-170.639848,2025,"QMED","esa","Post-Bleaching"
"406","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",13.5,14.0208,60,0,-14.28823,-170.639848,2025,"QMED","esa","Post-Bleaching"
"407","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",15,14.0208,60,0,-14.28823,-170.639848,2025,"QMED","esa","Post-Bleaching"
"408","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",25,14.0208,60,0,-14.28823,-170.639848,2025,"QMED","esa","Post-Bleaching"
"409","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",100,11.5824,60,50,-14.28823,-170.639848,2025,"Q80","esa","Post-Bleaching"
"410","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",30,11.5824,60,80,-14.28823,-170.639848,2025,"QMED","esa","Post-Bleaching"
"411","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",40,11.5824,60,20,-14.28823,-170.639848,2025,"QMED","esa","Post-Bleaching"
"412","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",45,11.5824,60,60,-14.28823,-170.639848,2025,"Q80","esa","Post-Bleaching"
"413","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",8,11.5824,60,0,-14.28823,-170.639848,2025,"Q20","esa","Post-Bleaching"
"414","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",10,11.5824,60,5,-14.28823,-170.639848,2025,"Q20","esa","Post-Bleaching"
"415","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",27,11.5824,60,10,-14.28823,-170.639848,2025,"QMED","esa","Post-Bleaching"
"416","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",10,11.5824,60,20,-14.28823,-170.639848,2025,"Q20","esa","Post-Bleaching"
"417","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",15,11.5824,60,0,-14.28823,-170.639848,2025,"QMED","esa","Post-Bleaching"
"418","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",65,7.62,60,25,-14.28823,-170.639848,2025,"Q80","esa","Post-Bleaching"
"419","TUT-219",0.841333389282227,29.577382436867,"3/18/2025",40,7.62,60,20,-14.28823,-170.639848,2025,"QMED","esa","Post-Bleaching"
"420","TUT-220",0.828133138020833,29.5943716184689,"3/18/2025",25,9.7536,60,0,-14.300247,-170.681886,2025,"QMED","esa","Post-Bleaching"
"421","TUT-220",0.828133138020833,29.5943716184689,"3/18/2025",35,9.7536,60,75,-14.300247,-170.681886,2025,"QMED","esa","Post-Bleaching"
"422","TUT-220",0.828133138020833,29.5943716184689,"3/18/2025",105,7.0104,60,85,-14.300247,-170.681886,2025,"Q80","esa","Post-Bleaching"
"423","TUT-220",0.828133138020833,29.5943716184689,"3/18/2025",13,7.0104,60,0,-14.300247,-170.681886,2025,"QMED","esa","Post-Bleaching"
"424","TUT-220",0.828133138020833,29.5943716184689,"3/18/2025",29,7.0104,60,60,-14.300247,-170.681886,2025,"QMED","esa","Post-Bleaching"
"425","TUT-220",0.828133138020833,29.5943716184689,"3/18/2025",75,7.0104,60,70,-14.300247,-170.681886,2025,"Q80","esa","Post-Bleaching"
"426","TUT-220",0.828133138020833,29.5943716184689,"3/18/2025",51,7.0104,60,85,-14.300247,-170.681886,2025,"Q80","esa","Post-Bleaching"
"427","TUT-220",0.828133138020833,29.5943716184689,"3/18/2025",50,7.0104,60,95,-14.300247,-170.681886,2025,"Q80","esa","Post-Bleaching"
"428","TUT-220",0.828133138020833,29.5943716184689,"3/18/2025",60,7.0104,60,70,-14.300247,-170.681886,2025,"Q80","esa","Post-Bleaching"
"429","TUT-220",0.828133138020833,29.5943716184689,"3/18/2025",17,7.0104,60,0,-14.300247,-170.681886,2025,"QMED","esa","Post-Bleaching"
"430","TUT-220",0.828133138020833,29.5943716184689,"3/18/2025",22,7.0104,60,5,-14.300247,-170.681886,2025,"QMED","esa","Post-Bleaching"
"431","TUT-220",0.828133138020833,29.5943716184689,"3/18/2025",78,7.0104,60,80,-14.300247,-170.681886,2025,"Q80","esa","Post-Bleaching"
"432","TUT-220",0.828133138020833,29.5943716184689,"3/18/2025",6,7.0104,60,10,-14.300247,-170.681886,2025,"Q20","esa","Post-Bleaching"
"433","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",50,12.8016,60,60,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"434","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",40,12.8016,60,70,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"435","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",35,12.8016,60,65,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"436","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",15,12.8016,60,0,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"437","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",40,12.8016,60,60,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"438","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",30,12.8016,60,10,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"439","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",48,12.8016,60,65,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"440","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",46,12.8016,60,50,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"441","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",35,12.8016,60,60,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"442","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",55,12.8016,60,30,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"443","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",34,12.8016,60,0,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"444","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",55,12.8016,60,40,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"445","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",15,12.8016,60,15,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"446","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",25,12.8016,60,30,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"447","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",22,12.8016,60,10,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"448","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",37,12.8016,60,25,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"449","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",10,12.8016,60,0,-14.363787,-170.772574,2025,"Q20","esa","Post-Bleaching"
"450","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",50,12.8016,60,25,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"451","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",45,12.8016,60,40,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"452","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",35,12.8016,60,30,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"453","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",20,12.8016,60,50,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"454","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",24,12.8016,60,0,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"455","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",22,12.8016,60,0,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"456","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",30,12.8016,60,10,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"457","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",55,12.8016,60,35,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"458","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",42,12.8016,60,60,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"459","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",24,12.8016,60,25,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"460","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",31,12.8016,60,30,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"461","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",42,12.8016,60,10,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"462","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",50,12.8016,60,85,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"463","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",30,12.8016,60,75,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"464","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",74,12.8016,60,40,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"465","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",30,13.1064,60,5,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"466","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",15,13.1064,60,0,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"467","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",70,13.1064,60,25,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"468","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",30,13.1064,60,35,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"469","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",20,13.1064,60,10,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"470","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",60,13.1064,60,75,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"471","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",35,13.1064,60,60,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"472","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",15,13.1064,60,20,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"473","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",25,13.1064,60,0,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"474","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",50,13.1064,60,95,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"475","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",30,13.1064,60,15,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"476","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",20,13.1064,60,0,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"477","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",25,13.1064,60,0,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"478","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",60,13.1064,60,98,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"479","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",45,13.1064,60,60,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"480","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",35,13.1064,60,10,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"481","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",15,13.1064,60,0,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"482","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",20,13.1064,60,10,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"483","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",10,13.1064,60,0,-14.363787,-170.772574,2025,"Q20","esa","Post-Bleaching"
"484","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",50,13.1064,60,15,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"485","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",40,13.1064,60,55,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"486","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",55,13.1064,60,50,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"487","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",35,13.1064,60,60,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"488","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",50,13.1064,60,95,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"489","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",15,13.1064,60,5,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"490","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",10,13.1064,60,0,-14.363787,-170.772574,2025,"Q20","esa","Post-Bleaching"
"491","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",40,13.1064,60,90,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"492","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",85,13.1064,60,30,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"493","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",35,13.1064,60,70,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"494","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",35,13.1064,60,20,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"495","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",19,13.716,60,10,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"496","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",34,13.716,60,5,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"497","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",13,13.716,60,5,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"498","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",33,13.716,60,10,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"499","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",71,13.716,60,40,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"500","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",60,13.716,60,10,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"501","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",16,13.716,60,5,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"502","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",29,13.716,60,5,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"503","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",53,13.716,60,20,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"504","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",78,13.716,60,20,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"505","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",26,13.716,60,15,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"506","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",15,13.716,60,2,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"507","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",75,13.716,60,15,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"508","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",85,13.716,60,45,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"509","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",75,13.716,60,35,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"510","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",40,13.716,60,15,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"511","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",22,13.716,60,5,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"512","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",52,13.716,60,40,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"513","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",85,13.716,60,60,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"514","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",41,13.716,60,60,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"515","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",57,13.716,60,10,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"516","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",19,13.716,60,20,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"517","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",71,13.716,60,50,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"518","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",50,13.716,60,25,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"519","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",55,13.716,60,80,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"520","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",45,13.716,60,15,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"521","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",30,13.716,60,5,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"522","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",43,13.716,60,5,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"523","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",23,13.716,60,10,-14.363787,-170.772574,2025,"QMED","esa","Post-Bleaching"
"524","TUT-222",0.819399897257487,29.6091311407871,"3/19/2025",58,13.716,60,50,-14.363787,-170.772574,2025,"Q80","esa","Post-Bleaching"
"525","TUT-223",0.855466715494792,29.6186174278051,"3/19/2025",40,10.9728,60,90,-14.35909,-170.785248,2025,"QMED","esa","Post-Bleaching"
"526","TUT-223",0.855466715494792,29.6186174278051,"3/19/2025",15,10.9728,60,0,-14.35909,-170.785248,2025,"QMED","esa","Post-Bleaching"
"527","TUT-223",0.855466715494792,29.6186174278051,"3/19/2025",45,10.9728,60,50,-14.35909,-170.785248,2025,"Q80","esa","Post-Bleaching"
"528","TUT-223",0.855466715494792,29.6186174278051,"3/19/2025",16,10.9728,60,5,-14.35909,-170.785248,2025,"QMED","esa","Post-Bleaching"
"529","TUT-223",0.855466715494792,29.6186174278051,"3/19/2025",17.5,10.9728,60,0,-14.35909,-170.785248,2025,"QMED","esa","Post-Bleaching"
"530","TUT-223",0.855466715494792,29.6186174278051,"3/19/2025",8,10.9728,60,0,-14.35909,-170.785248,2025,"Q20","esa","Post-Bleaching"
"531","TUT-223",0.855466715494792,29.6186174278051,"3/19/2025",10,10.9728,60,0,-14.35909,-170.785248,2025,"Q20","esa","Post-Bleaching"
"532","TUT-223",0.855466715494792,29.6186174278051,"3/19/2025",26,10.9728,60,0,-14.35909,-170.785248,2025,"QMED","esa","Post-Bleaching"
"533","TUT-223",0.855466715494792,29.6186174278051,"3/19/2025",6,10.9728,60,0,-14.35909,-170.785248,2025,"Q20","esa","Post-Bleaching"
"534","TUT-223",0.855466715494792,29.6186174278051,"3/19/2025",15,10.9728,60,5,-14.35909,-170.785248,2025,"QMED","esa","Post-Bleaching"
"535","TUT-223",0.855466715494792,29.6186174278051,"3/19/2025",30,10.9728,60,45,-14.35909,-170.785248,2025,"QMED","esa","Post-Bleaching"
"536","TUT-223",0.855466715494792,29.6186174278051,"3/19/2025",20,10.9728,60,5,-14.35909,-170.785248,2025,"QMED","esa","Post-Bleaching"
"537","TUT-223",0.855466715494792,29.6186174278051,"3/19/2025",17.5,10.9728,60,0,-14.35909,-170.785248,2025,"QMED","esa","Post-Bleaching"
